link_num,string,link,date,cat
17,Activate Good,https://activategood.org/,5/13/20,None
18,Support Our Work,https://activategood.org/donate,5/13/20,None
2,Loeffler,https://youtu.be/ZC-xixYVf-k,12/29/20,None
3,2021 Activate MORE Good There,https://activategood.org/activatemoregood/,12/29/20,None
4,OR,https://secure.lglforms.com/form_engine/s/M-VEDOANBwd-_X8_xLmpMg,12/29/20,None
5,December 31 2020,https://secure.lglforms.com/form_engine/s/C2gvxcRzNFeZDSat3WlAWg,12/29/20,None
6,New Year,https://activategood.org/past-impact-campaigns,12/29/20,None
7,Activate MORE Good,https://activategood.org/activatemoregood,12/29/20,None
8,Teens Parents Help Package Hygiene Supplies Dignity Week,https://activategood.org/opportunity/5446,12/29/20,Other
9,Fight Hunger Food Bank,https://activategood.org/opportunity/5406,12/29/20,Hunger
11,TABLE,https://activategood.org/nonprofit/658,12/29/20,None
12,Sign MLK Day Service,https://activategood.org/opportunity/5422,12/29/20,MLK
13,Browse Volunteer Needs,https://activategood.org/opportunity,12/29/20,Volunteer
14,MORE Dates Headshots Good,https://www.eventbrite.com/e/headshots-for-good-photo-sessions-benefitting-activate-good-tickets-127366072351,12/29/20,None
16,Activate Good,https://www.eventbrite.com/e/headshots-for-good-photo-sessions-benefitting-activate-good-tickets-127366072351,12/29/20,None
17,Schedule Your Headshots Good,https://www.eventbrite.com/e/headshots-for-good-photo-sessions-benefitting-activate-good-tickets-127366072351,12/29/20,None
18,Join Volunteer Expo,https://us02web.zoom.us/meeting/register/tZIqd-qhqzsrG9B0To33AT4_MehowoyWFCky,12/29/20,Volunteer
21,Register January 11 Expo,https://us02web.zoom.us/meeting/register/tZIqd-qhqzsrG9B0To33AT4_MehowoyWFCky,12/29/20,None
22,TOMORROW Activate Good Virtual Town Hall 2020,https://ncsu.zoom.us/meeting/register/tJAudu2hpzIqHdNo9QQbCXbgq5JFkHqWArCh,12/29/20,None
24,RSVP December 30 Town Hall,https://ncsu.zoom.us/meeting/register/tJAudu2hpzIqHdNo9QQbCXbgq5JFkHqWArCh,12/29/20,None
26,At Gather Voices,https://www.gathervoices.co/,12/29/20,None
27,Raleigh JohnLaneDBAJTL,mailto:John.Lane@DBAJTL.com,12/29/20,None
2,Community Partner Coronavirus,https://activategood.org/coronavirus-nonprofit-report/,5/27/20,COVID
4,Download Community Partner Coronavirus Challenges Report,https://activategood.org/coronavirus-nonprofit-report/,5/27/20,COVID
5,June 6 20 Fight Hunger Food Bank,https://activategood.org/opportunity/5165,5/27/20,Hunger
6,Collect Donate Garden Tools,https://activategood.org/opportunity/5139,5/27/20,Other
7,Ask Wildwoods Community Farm,https://wildwoodsfarmnc.com/,5/27/20,Animals
8,Contribute Triangle Cause Wiki,https://activategood.org/trianglecausewiki/,5/27/20,None
11,Thank,https://activategood.org/impacts/,5/27/20,None
12,That’ Activate Good,https://activategood.org/,5/27/20,None
13,Donate,https://activategood.org/donate,5/27/20,None
2,﻿It Summer Signs Good Sale﻿,https://activategood.org/product/signs-for-good/,7/29/20,None
5,Choose,https://activategood.org/product/signs-for-good/,7/29/20,None
6,Please Orders Sign,https://activategood.org/product/signs-for-good/,7/29/20,None
7,Signs Good,https://activategood.org/product/signs-for-good/,7/29/20,None
8,Learn,https://activategood.org/signs/,7/29/20,None
9,Fight Hunger Food Bank,https://activategood.org/opportunity/5163,7/29/20,Hunger
11,Aug 15 Pantry Makeover,https://activategood.org/opportunity/5236,7/29/20,Hunger
12,Help Food Pantry The Alliance AIDS,https://www.aas-c.org/alliance-care-services/food-pantry.html,7/29/20,Hunger
13,See,https://activategood.org/opportunity,7/29/20,None
14,See COVID19 ﻿,https://activategood.org/covid19,7/29/20,COVID
15,Aug 5 Train Project Leader,https://activategood.org/opportunity/5235,7/29/20,Other
16,Review,https://activategood.org/opportunity/5235#tab-details,7/29/20,None
18,Support Our Efforts,https://activategood.org/donate,7/29/20,None
19,﻿Wednesday July 29 530pm﻿,https://us02web.zoom.us/meeting/register/tZMld-yuqj0pGtKZI0gFaxYxxohQfK9LWcMQ,7/29/20,None
23,RSVP,https://us02web.zoom.us/meeting/register/tZYod-6oqjwrHtVgsTZ1mqBNKgG0OKYMd1V5,7/29/20,None
2,Operation Mask Up,https://activategood.org/operationmaskup,9/30/20,COVID
4,Volunteers,https://activategood.org/opportunity/5333,9/30/20,Volunteer
5,REGISTER,https://activategood.org/opportunity/5333,9/30/20,None
6,﻿Families And Schools Together,https://activategood.org/fast,9/30/20,Family
8,Learn,https://activategood.org/fast,9/30/20,None
9,Assemble Family Essentials Kits,https://activategood.org/remote-volunteer-project-diy-family-essentials-kits/,9/30/20,Family
11,Upcycle Second,http://www.secondchancenc.org/,9/30/20,Nature
12,Make Cards Isolated Seniors,https://activategood.org/wp-content/uploads/2020/04/Op-Sr-Smiles-flyer-Apr2020.pdf,9/30/20,Seniors
13,See Triangle,https://activategood.org/opportunity,9/30/20,None
15,Register HERE,https://us02web.zoom.us/meeting/register/tZ0sduuhqTkuHtf5rv8Jy7B82A_ZJa_RZT6Q,9/30/20,None
16,We 94 Will,https://activategood.org/giving/,9/30/20,None
17,Be 100,https://activategood.org/giving/,9/30/20,None
19,Email Lee,mailto:Lee@activategood.org?subject=Newsletter Sponsor Inquiry,9/30/20,None
2,New Headshots Good,https://www.eventbrite.com/e/headshots-for-good-photo-sessions-benefitting-activate-good-tickets-127366072351,11/11/20,None
4,Here Donate 85,https://www.eventbrite.com/e/headshots-for-good-photo-sessions-benefitting-activate-good-tickets-127366072351,11/11/20,None
5,Photo Austin Dowd,https://www.austindowd.com/,11/11/20,None
6,Austin Dowd,https://www.austindowd.com/proofing/example-proofing-gallery,11/11/20,None
7,Learn More Headshots Good,https://www.eventbrite.com/e/headshots-for-good-photo-sessions-benefitting-activate-good-tickets-127366072351,11/11/20,None
8,Hunger Homelessness,https://activategood.org/hunger-homelessness-week-2020/,11/11/20,Hunger
9,Awareness Week Nov 1522,https://activategood.org/hunger-homelessness-week-2020/,11/11/20,Other
11,Conducting Family Essentials Kits,https://activategood.org/opportunity/5356,11/11/20,Family
12,Raleigh Durham,https://activategood.org/opportunity/5334#tab-what,11/11/20,None
14,Bagging Thanksgiving TABLE Carrboro,https://activategood.org/opportunity/5355,11/11/20,Holiday
16,See Hunger Homelessness Awareness Week,https://activategood.org/hunger&homelessnessweek,11/11/20,Hunger
17,The Activate Good Virtual Town Hall November 18 2020,https://us02web.zoom.us/meeting/register/tZMpcOCvqz8uGtD8WSjMdclJ4Yft0uMskH-p,11/11/20,None
21,VOTE Activate Good Best Volunteer Organization WRAL,https://wral5.secondstreetapp.com/2020-WRAL-Voters-Choice-Awards/gallery/?group=357635,11/11/20,Volunteer
24,1 Click HERE,https://wral5.secondstreetapp.com/2020-WRAL-Voters-Choice-Awards/gallery?group=357635,11/11/20,None
26,The TakeHome Service Project Kit Edition Brought Lenovo,https://www.lenovo.com/us/en/,11/11/20,None
27,This Family Volunteer Day,https://activategood.org/familyvolunteerday2020/,11/11/20,Family
28,Learn More,https://activategood.org/familyvolunteerday2020/,11/11/20,None
29,FAST Initiative,https://activategood.org/fast,11/11/20,Other
31,Internship Opportunity,https://activategood.org/opportunity/5395,11/11/20,None
32,Sign,https://activategood.org/opportunity/5374,11/11/20,None
33,See,https://activategood.org/opportunity,11/11/20,None
35,﻿Email Lee,mailto:Lee@activategood.org?subject=Newsletter Sponsor Inquiry,11/11/20,None
36,Support Our Work,https://activategood.org/donate,11/11/20,None
2,Homebody A Chris Hendricks GivingTuesdayNow Charity Concert,https://www.facebook.com/events/2644248899232364/,5/5/20,None
3,Chris Hendricks,http://www.iamchrishendricks.com/,5/5/20,None
5,Due Coronavirus Activate Good Spring,https://www.facebook.com/activategood/,5/5/20,COVID
8,This,https://secure.lglforms.com/form_engine/s/Rkoj-1l4WVRIiWjqKEHuxA,5/5/20,None
12,Triangle Thank,https://secure.lglforms.com/form_engine/s/Rkoj-1l4WVRIiWjqKEHuxA,5/5/20,None
13,Guidestar Check,https://www.guidestar.org/profile/20-3057526?fbclid=IwAR1hVPmSZc99Kkv52oJKWM2PaZYafyyprgMZqghP25-cwXRyWcgv7bjvcJQ,5/5/20,None
14,Supply Drive Boys Girls Clubs,https://activategood.org/opportunity/5123,5/5/20,Kids
15,Research Grants Donations,https://activategood.org/opportunity/5103#tab-what,5/5/20,None
16,Help Rusty Rescue Ranch,https://rustysrescueranch.com/,5/5/20,Other
17,Courage Cards Teens,https://activategood.org/opportunity/4146,5/5/20,Teens
18,Zach Toy Chest,http://www.zachstoychest.org/,5/5/20,Kids
19,2017 Volunteer Music Video,https://www.youtube.com/watch?v=0fDkaYSVkF4,5/5/20,Volunteer
21,Activate Good,https://activategood.org/,5/5/20,None
22,Click,https://activategood.org/donate,5/5/20,None
5,The Teens Change World Summer Program,https://activategood.org/teenschangetheworld2019/,2/1/19,Teens
6,Registrations Now Open,https://activategood.org/teenschangetheworld2019/,2/1/19,None
7,Also Help Teens Change World Donate,https://activategood.org/teenschangetheworld2019/support/,2/1/19,Teens
8,Cabinet Sales Habitat Restore,https://activategood.org/opportunity/4375#tab-what,2/1/19,Nature
9,After School Art Teacher,https://activategood.org/opportunity/4357#tab-details,2/1/19,Art
11,Help Durham Teachers School Supplies,https://activategood.org/opportunity/4374#tab-details,2/1/19,School
12,Backpack Buddies Packers,https://activategood.org/opportunity/4365#tab-what,2/1/19,Other
13,Communities Schools Tutor,https://activategood.org/opportunity/4340#tab-details,2/1/19,Other
14,Childcare Families Moving Forward,https://activategood.org/opportunity/4380#tab-what,2/1/19,Family
15,NC Art Museum Park Workday,https://activategood.org/opportunity/4372#tab-shifts,2/1/19,Art
16,Workday Durham Hub Farm,https://activategood.org/opportunity/4343#tab-what,2/1/19,None
17,Activate Good,https://activategood.org/,2/1/19,None
18,Support,https://activategood.org/donate,2/1/19,None
2,SmART Summer Supply Drive,https://activategood.org/smart/,7/1/20,Art
4,Finally The Loading Dock,https://www.theloadingdock.com/,7/1/20,None
5,July 1 8 Pack Sort Donations Food Bank,https://activategood.org/opportunity/5163,7/1/20,Hunger
6,July 11 Prep Super Duper Duck Splash,https://activategood.org/opportunity/5195,7/1/20,Kids
7,Update Client Info Database,https://activategood.org/opportunity/5199,7/1/20,None
8,Speak CORA,https://www.corafoodpantry.org/,7/1/20,None
9,See,https://activategood.org/opportunity,7/1/20,None
11,Community Virtual Town Hall,https://us02web.zoom.us/meeting/register/tZMld-yuqj0pGtKZI0gFaxYxxohQfK9LWcMQ,7/1/20,None
12,RSVP Zoom,https://us02web.zoom.us/meeting/register/tZMld-yuqj0pGtKZI0gFaxYxxohQfK9LWcMQ,7/1/20,None
13,Activate Good Board,https://www.linkedin.com/company/2248859/,7/1/20,None
14,Click,https://activategood.org/join-board/,7/1/20,None
17,Donate Support PeoplePowered Projects Good,https://activategood.org/donate,7/1/20,None
